message,label
You received a prize of $2790. Visit http://bit.ly/2136 to claim it.,fraud
Your account has been compromised. Verify now: 2199,fraud
Unauthorized login attempt detected. Verify your account: 3293,fraud
Your subscription for 5617 has been renewed.,safe
Urgent! Your credit card will be blocked. Action required: 4135,fraud
Your package with tracking number 1162 is in transit.,safe
Your package with tracking number 7680 is in transit.,safe
Your OTP is 2975. Please do not share it with anyone.,safe
You are selected for a loan of $1136. Apply here: http://bit.ly/7291,fraud
Confirm your password immediately: 1987,fraud
Payment of $798 was successfully processed.,safe
Your bill of $7983 is due on October.,safe
Your OTP is 2378. Please do not share it with anyone.,safe
Win a new iPhone! Click 712 to enter.,fraud
You are selected for a loan of $3215. Apply here: http://bit.ly/7697,fraud
You received a prize of $4631. Visit http://bit.ly/2561 to claim it.,fraud
Your order #5974 has been shipped.,safe
Win a new iPhone! Click 2930 to enter.,fraud
Urgent! Your credit card will be blocked. Action required: 1504,fraud
Reminder: Your appointment is scheduled for 3269.,safe
Your subscription for 4091 has been renewed.,safe
Your order #4617 has been shipped.,safe
Payment of $8068 was successfully processed.,safe
Confirm your password immediately: 1596,fraud
Confirm your password immediately: 992,fraud
Your order #323 has been shipped.,safe
Your bill of $6043 is due on August.,safe
Your OTP is 6793. Please do not share it with anyone.,safe
Reminder: Your appointment is scheduled for 5666.,safe
You are selected for a loan of $1672. Apply here: http://bit.ly/9103,fraud
Your account has been compromised. Verify now: 2706,fraud
Confirm your password immediately: 3641,fraud
You have an unpaid invoice of $1481. Pay now: http://bit.ly/7147,fraud
Thank you for your payment of $4041.,safe
Thank you for your payment of $2791.,safe
Your OTP is 1977. Please do not share it with anyone.,safe
Your account statement for 1606 is now available.,safe
Your account has been compromised. Verify now: 4269,fraud
Thank you for your payment of $5528.,safe
Your account statement for 8369 is now available.,safe
You have an unpaid invoice of $2237. Pay now: http://bit.ly/7224,fraud
Payment of $2165 was successfully processed.,safe
Your account statement for 3477 is now available.,safe
Reminder: Your appointment is scheduled for 2623.,safe
Confirm your password immediately: 3542,fraud
Your account statement for 9881 is now available.,safe
Reminder: Your appointment is scheduled for 4317.,safe
Win a new iPhone! Click 1928 to enter.,fraud
Reminder: Your appointment is scheduled for 7614.,safe
Your order #9181 has been shipped.,safe
Your package with tracking number 2989 is in transit.,safe
You are selected for a loan of $2819. Apply here: http://bit.ly/4626,fraud
Your order #3973 has been shipped.,safe
Your bank account ending with 9638 has been credited with $October.,safe
Urgent! Your credit card will be blocked. Action required: 3853,fraud
Thank you for your payment of $545.,safe
You have an unpaid invoice of $3099. Pay now: http://bit.ly/8221,fraud
Congratulations! You won $3452. Click here to claim: http://bit.ly/7919,fraud
Your bill of $768 is due on October.,safe
Congratulations! You won $883. Click here to claim: http://bit.ly/5921,fraud
Confirm your password immediately: 1587,fraud
Reminder: Your appointment is scheduled for 9241.,safe
Thank you for your payment of $4765.,safe
Urgent! Your credit card will be blocked. Action required: 3461,fraud
Confirm your password immediately: 3187,fraud
Payment of $724 was successfully processed.,safe
Payment of $417 was successfully processed.,safe
Account suspension notice! Click 3448 to reactivate.,fraud
Win a new iPhone! Click 1093 to enter.,fraud
Your bank account ending with 655 has been credited with $August.,safe
Payment of $7367 was successfully processed.,safe
Your bill of $6156 is due on October.,safe
Your OTP is 7090. Please do not share it with anyone.,safe
Congratulations! You won $794. Click here to claim: http://bit.ly/4221,fraud
Thank you for your payment of $5341.,safe
Your bank account ending with 998 has been credited with $October.,safe
Congratulations! You won $1115. Click here to claim: http://bit.ly/3637,fraud
Win a new iPhone! Click 1782 to enter.,fraud
Your bill of $8965 is due on November.,safe
You are selected for a loan of $1725. Apply here: http://bit.ly/3641,fraud
You received a prize of $3090. Visit http://bit.ly/6777 to claim it.,fraud
Your order #8673 has been shipped.,safe
Your order #2031 has been shipped.,safe
Win a new iPhone! Click 1231 to enter.,fraud
Your subscription for 4352 has been renewed.,safe
Payment of $8953 was successfully processed.,safe
You have an unpaid invoice of $3097. Pay now: http://bit.ly/2850,fraud
Your package with tracking number 4454 is in transit.,safe
Confirm your password immediately: 2505,fraud
Your OTP is 9287. Please do not share it with anyone.,safe
Payment of $574 was successfully processed.,safe
Unauthorized login attempt detected. Verify your account: 4382,fraud
Your account has been compromised. Verify now: 4165,fraud
Congratulations! You won $227. Click here to claim: http://bit.ly/2086,fraud
Confirm your password immediately: 3228,fraud
Win a new iPhone! Click 3324 to enter.,fraud
You received a prize of $2925. Visit http://bit.ly/2246 to claim it.,fraud
Account suspension notice! Click 1070 to reactivate.,fraud
Your order #6861 has been shipped.,safe
Your order #3034 has been shipped.,safe
Your package with tracking number 2264 is in transit.,safe
Your bank account ending with 692 has been credited with $August.,safe
Thank you for your payment of $7131.,safe
Your order #6429 has been shipped.,safe
You are selected for a loan of $108. Apply here: http://bit.ly/8518,fraud
Confirm your password immediately: 1001,fraud
Your subscription for 1264 has been renewed.,safe
You are selected for a loan of $516. Apply here: http://bit.ly/1938,fraud
Account suspension notice! Click 4504 to reactivate.,fraud
Your package with tracking number 261 is in transit.,safe
Congratulations! You won $908. Click here to claim: http://bit.ly/8725,fraud
Your subscription for 4278 has been renewed.,safe
You received a prize of $162. Visit http://bit.ly/9368 to claim it.,fraud
Reminder: Your appointment is scheduled for 6945.,safe
Your package with tracking number 3020 is in transit.,safe
Account suspension notice! Click 2178 to reactivate.,fraud
Congratulations! You won $1749. Click here to claim: http://bit.ly/3071,fraud
Your order #8064 has been shipped.,safe
You are selected for a loan of $544. Apply here: http://bit.ly/4533,fraud
Your package with tracking number 3828 is in transit.,safe
Confirm your password immediately: 2066,fraud
Your account statement for 1854 is now available.,safe
Confirm your password immediately: 1412,fraud
Confirm your password immediately: 4873,fraud
Urgent! Your credit card will be blocked. Action required: 4621,fraud
Account suspension notice! Click 4700 to reactivate.,fraud
Payment of $3748 was successfully processed.,safe
Account suspension notice! Click 1133 to reactivate.,fraud
You have an unpaid invoice of $1667. Pay now: http://bit.ly/3853,fraud
You received a prize of $4962. Visit http://bit.ly/1964 to claim it.,fraud
Reminder: Your appointment is scheduled for 9741.,safe
Your account has been compromised. Verify now: 4196,fraud
You are selected for a loan of $688. Apply here: http://bit.ly/1541,fraud
Your subscription for 9219 has been renewed.,safe
Win a new iPhone! Click 2803 to enter.,fraud
Reminder: Your appointment is scheduled for 2010.,safe
Unauthorized login attempt detected. Verify your account: 2327,fraud
Unauthorized login attempt detected. Verify your account: 1041,fraud
Thank you for your payment of $7580.,safe
Urgent! Your credit card will be blocked. Action required: 401,fraud
Urgent! Your credit card will be blocked. Action required: 793,fraud
You received a prize of $1730. Visit http://bit.ly/4392 to claim it.,fraud
Congratulations! You won $4348. Click here to claim: http://bit.ly/9942,fraud
Unauthorized login attempt detected. Verify your account: 4385,fraud
You have an unpaid invoice of $668. Pay now: http://bit.ly/1386,fraud
Your package with tracking number 9203 is in transit.,safe
You received a prize of $2260. Visit http://bit.ly/6873 to claim it.,fraud
Your OTP is 4075. Please do not share it with anyone.,safe
Urgent! Your credit card will be blocked. Action required: 4645,fraud
Your subscription for 5849 has been renewed.,safe
Your order #6932 has been shipped.,safe
Your subscription for 2959 has been renewed.,safe
Urgent! Your credit card will be blocked. Action required: 1952,fraud
Confirm your password immediately: 3239,fraud
Your subscription for 8626 has been renewed.,safe
Unauthorized login attempt detected. Verify your account: 297,fraud
Thank you for your payment of $3067.,safe
Your package with tracking number 6185 is in transit.,safe
Thank you for your payment of $1407.,safe
Payment of $5860 was successfully processed.,safe
Payment of $4180 was successfully processed.,safe
Confirm your password immediately: 2326,fraud
You are selected for a loan of $1108. Apply here: http://bit.ly/6011,fraud
Your account statement for 5239 is now available.,safe
Your order #1132 has been shipped.,safe
Payment of $8326 was successfully processed.,safe
Payment of $2523 was successfully processed.,safe
Your bill of $6217 is due on October.,safe
Unauthorized login attempt detected. Verify your account: 4211,fraud
Your bank account ending with 8223 has been credited with $October.,safe
Your OTP is 6331. Please do not share it with anyone.,safe
Account suspension notice! Click 2044 to reactivate.,fraud
Account suspension notice! Click 3011 to reactivate.,fraud
Reminder: Your appointment is scheduled for 3392.,safe
Confirm your password immediately: 2186,fraud
You received a prize of $4207. Visit http://bit.ly/7203 to claim it.,fraud
Your bill of $9293 is due on October.,safe
You are selected for a loan of $3929. Apply here: http://bit.ly/6258,fraud
Your account statement for 9006 is now available.,safe
Your account has been compromised. Verify now: 2349,fraud
Your subscription for 5839 has been renewed.,safe
You received a prize of $2722. Visit http://bit.ly/3045 to claim it.,fraud
Your subscription for 1991 has been renewed.,safe
Your package with tracking number 5182 is in transit.,safe
Your order #8599 has been shipped.,safe
Congratulations! You won $3591. Click here to claim: http://bit.ly/8388,fraud
Thank you for your payment of $290.,safe
Congratulations! You won $542. Click here to claim: http://bit.ly/3034,fraud
Your order #7666 has been shipped.,safe
You are selected for a loan of $3312. Apply here: http://bit.ly/6555,fraud
Your subscription for 5693 has been renewed.,safe
Your bank account ending with 4153 has been credited with $December.,safe
Your account has been compromised. Verify now: 4764,fraud
Your account statement for 7092 is now available.,safe
